name;simulation-bidirect-runtime;simulation-bidirect-parsing;simulation-bidirect-reduction;simulation-bidirect-states;simulation-bidirect-transitions
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09917-2.mata;0.01; 0.0089996; 0.0068; 26; 390
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09920-1.mata;0.0; 0.00272107; 0.0032; 30; 117
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09920-2.mata;0.0; 0.000907264; 0.0017; 31; 34
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09920-3.mata;0.0; 0.00252664; 0.0021; 13; 113
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09921-1.mata;0.01; 0.00806294; 0.0046; 13; 351
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09921-2.mata;0.01; 0.00604902; 0.0031; 10; 270
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09921-3.mata;0.0; 0.00238693; 0.0017; 19; 98
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09921-4.mata;0.01; 0.00599865; 0.0030; 10; 270
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09926-1.mata;0.0; 0.000838844; 0.0005; 4; 33
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09926-2.mata;0.02; 0.0128422; 0.0066; 21; 546
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09927-1.mata;0.09; 0.057678; 0.0309; 56; 2464
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09927-2.mata;0.04; 0.0278713; 0.0120; 27; 1188
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09927-3.mata;0.02; 0.0141877; 0.0057; 14; 616
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09930-1.mata;0.01; 0.00750173; 0.0032; 8; 344
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09930-2.mata;0.03; 0.0225777; 0.0108; 23; 989
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09930-3.mata;0.0; 0.000634702; 0.0010; 22; 21
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09931-1.mata;0.04; 0.0263102; 0.0116; 24; 1128
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09931-2.mata;0.14; 0.0902751; 0.0523; 83; 3901
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09936-1.mata;0.01; 0.00570973; 0.0032; 20; 204
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09936-2.mata;0.0; 0.00134947; 0.0025; 37; 55
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09936-3.mata;0.08; 0.0550207; 0.0260; 38; 2356
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09936-4.mata;0.0; 0.00187903; 0.0037; 50; 77
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09936-5.mata;0.01; 0.00667693; 0.0060; 25; 280
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09937-1.mata;0.24; 0.115953; 0.1103; 40; 2490
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09937-2.mata;0.0; 0.00224752; 0.0025; 23; 95
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09937-3.mata;0.03; 0.0249351; 0.0107; 15; 1080
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09940-1.mata;0.0; 0.00016627; 0.0001; 3; 2
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09940-2.mata;0.0; 0.00122744; 0.0015; 18; 51
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09940-3.mata;0.05; 0.0344241; 0.0175; 46; 1472
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09941-1.mata;0.05; 0.0368569; 0.0165; 27; 1593
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09941-2.mata;0.18; 0.093283; 0.0714; 69; 4071
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09941-3.mata;0.0; 0.0068927; 0.0031; 18; 150
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09941-4.mata;0.0; 0.00146119; 0.0013; 14; 61
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09946-1.mata;0.0; 0.00168104; 0.0030; 41; 68
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09946-2.mata;0.03; 0.0124191; 0.0230; 54; 533
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09946-3.mata;0.02; 0.0163561; 0.0068; 14; 714
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09946-4.mata;0.05; 0.0343996; 0.0189; 29; 1479
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09946-5.mata;0.0; 0.00340739; 0.0037; 26; 141
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09947-1.mata;0.1; 0.0621969; 0.0334; 47; 2679
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09947-2.mata;0.0; 0.00282218; 0.0024; 10; 123
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09947-3.mata;0.16; 0.0968393; 0.0656; 72; 4104
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09947-4.mata;0.0; 0.00126205; 0.0021; 32; 49
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09947-5.mata;0.04; 0.0277436; 0.0146; 21; 1197
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09950-1.mata;0.0; 0.00224712; 0.0018; 6; 100
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09950-2.mata;0.02; 0.0113277; 0.0123; 20; 494
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09950-3.mata;0.0; 0.00224221; 0.0018; 16; 90
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09950-4.mata;0.01; 0.0115256; 0.0081; 6; 522
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09950-5.mata;0.0; 0.00437693; 0.0037; 9; 198
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09951-1.mata;0.05; 0.0347001; 0.0175; 19; 1520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09951-2.mata;0.16; 0.0829508; 0.0726; 45; 3600
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09951-3.mata;0.08; 0.0484978; 0.0284; 26; 2080
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09951-4.mata;0.09; 0.0542984; 0.0323; 30; 2400
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09951-5.mata;0.09; 0.0630133; 0.0299; 34; 2720
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09956-1.mata;0.08; 0.0483762; 0.0249; 54; 2052
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09956-2.mata;0.0; 0.00331382; 0.0026; 21; 136
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09957-1.mata;0.02; 0.0136932; 0.0057; 13; 598
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09957-2.mata;0.02; 0.0157148; 0.0065; 15; 690
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09957-3.mata;0.01; 0.00500687; 0.0076; 53; 215
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09957-4.mata;0.01; 0.00407279; 0.0052; 40; 174
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09960-1.mata;0.0; 0.000964133; 0.0023; 34; 37
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09960-2.mata;0.01; 0.00549174; 0.0076; 63; 240
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09960-3.mata;0.01; 0.00824357; 0.0093; 12; 376
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09960-4.mata;0.0; 0.00282363; 0.0043; 41; 119
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09961-1.mata;0.0; 0.00162398; 0.0007; 6; 70
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09961-2.mata;0.0; 0.00316329; 0.0019; 8; 140
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09966-1.mata;0.02; 0.0121496; 0.0099; 17; 526
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09966-2.mata;0.09; 0.0511761; 0.0292; 29; 2204
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09966-3.mata;0.04; 0.0278154; 0.0131; 16; 1216
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09966-4.mata;0.2; 0.121717; 0.0644; 69; 5244
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09967-1.mata;0.0; 0.000792413; 0.0014; 28; 27
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09967-2.mata;0.13; 0.0787117; 0.0414; 46; 3404
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09967-3.mata;0.02; 0.0131072; 0.0098; 8; 592
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09967-4.mata;0.0; 0.000853623; 0.0018; 33; 32
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09967-5.mata;0.04; 0.0227201; 0.0170; 14; 1017
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09970-1.mata;0.08; 0.049982; 0.0236; 29; 2146
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09970-2.mata;0.05; 0.0274102; 0.0167; 16; 1184
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09971-1.mata;0.02; 0.0165143; 0.0069; 13; 728
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09971-2.mata;0.03; 0.0261392; 0.0116; 20; 1120
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09971-3.mata;0.0; 0.00102792; 0.0019; 32; 40
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09971-4.mata;0.0; 0.00131428; 0.0029; 44; 52
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09971-5.mata;0.0; 0.00345986; 0.0039; 23; 148
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09976-1.mata;0.22; 0.130122; 0.0706; 73; 5548
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09976-2.mata;0.07; 0.043489; 0.0235; 25; 1900
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09976-3.mata;0.1; 0.0507645; 0.0395; 29; 2204
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09976-4.mata;0.12; 0.0596077; 0.0527; 34; 2584
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09977-1.mata;0.04; 0.0241976; 0.0112; 13; 1053
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09977-2.mata;0.06; 0.0388818; 0.0219; 21; 1701
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09977-3.mata;0.09; 0.0562713; 0.0294; 30; 2430
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09977-4.mata;0.0; 0.00157531; 0.0034; 47; 64
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09977-5.mata;0.01; 0.00444266; 0.0058; 44; 187
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09982-1.mata;0.06; 0.0335121; 0.0253; 16; 1472
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09982-2.mata;0.01; 0.00445257; 0.0066; 51; 187
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09982-3.mata;0.0; 0.000479902; 0.0006; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09982-4.mata;0.0; 0.00351453; 0.0038; 19; 155
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09983-1.mata;0.0; 0.00178445; 0.0018; 18; 74
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09983-2.mata;0.0; 0.000985254; 0.0005; 5; 40
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09983-3.mata;0.01; 0.0055306; 0.0038; 20; 237
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09983-4.mata;0.04; 0.0213212; 0.0171; 13; 793
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09983-5.mata;0.0; 0.00186583; 0.0009; 4; 79
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09984-1.mata;0.11; 0.0685711; 0.0371; 43; 2967
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09984-2.mata;0.2; 0.120526; 0.0663; 75; 5175
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09984-3.mata;0.0; 0.00127076; 0.0024; 37; 45
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09984-4.mata;0.14; 0.0763242; 0.0629; 48; 3312
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09985-1.mata;0.0; 0.0056974; 0.0039; 20; 243
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09985-2.mata;0.03; 0.0164991; 0.0099; 10; 750
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09985-3.mata;0.14; 0.0867365; 0.0452; 50; 3750
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09988-1.mata;0.0; 0.00196575; 0.0019; 13; 84
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09988-2.mata;0.0; 0.00145096; 0.0010; 7; 63
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09989-1.mata;0.0; 0.00117132; 0.0025; 38; 46
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09989-2.mata;0.0; 0.00207709; 0.0022; 19; 87
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09989-3.mata;0.04; 0.0226637; 0.0132; 17; 1003
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09989-4.mata;0.05; 0.0353535; 0.0153; 26; 1534
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09989-5.mata;0.0; 0.00164521; 0.0040; 48; 66
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09992-1.mata;0.08; 0.0515721; 0.0256; 51; 2193
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09992-2.mata;0.08; 0.0514862; 0.0319; 51; 2193
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09993-1.mata;0.0; 0.00309409; 0.0030; 20; 132
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09993-2.mata;0.03; 0.01397; 0.0150; 75; 592
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09994-1.mata;0.18; 0.111981; 0.0564; 61; 4758
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09994-2.mata;0.06; 0.0365263; 0.0228; 20; 1560
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09994-3.mata;0.02; 0.0110159; 0.0080; 13; 487
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09995-1.mata;0.07; 0.0407245; 0.0232; 21; 1785
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09995-2.mata;0.08; 0.0460605; 0.0328; 24; 2040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09995-3.mata;0.01; 0.00592127; 0.0063; 22; 260
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09995-4.mata;0.09; 0.0570373; 0.0275; 29; 2465
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09998-1.mata;0.01; 0.00662841; 0.0059; 25; 280
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09998-2.mata;0.02; 0.0115089; 0.0071; 7; 525
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09998-3.mata;0.0; 0.00332274; 0.0032; 22; 141
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09998-4.mata;0.01; 0.00817392; 0.0041; 5; 375
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09998-5.mata;0.0; 0.00126683; 0.0023; 36; 46
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09999-1.mata;0.09; 0.0549274; 0.0338; 28; 2380
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09999-2.mata;0.17; 0.0822288; 0.0731; 42; 3570
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09999-3.mata;0.11; 0.0666887; 0.0365; 34; 2890
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09999-4.mata;0.07; 0.0444615; 0.0212; 23; 1955
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09999-5.mata;0.07; 0.042456; 0.0258; 22; 1870
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10002-1.mata;0.0; 0.00185596; 0.0056; 66; 73
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10002-2.mata;0.01; 0.00613979; 0.0131; 82; 258
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10002-3.mata;0.0; 0.00153886; 0.0051; 63; 62
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10003-1.mata;0.01; 0.00566117; 0.0066; 28; 250
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10003-2.mata;0.0; 0.000745193; 0.0004; 5; 29
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10004-1.mata;0.09; 0.0570565; 0.0326; 67; 2412
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10004-2.mata;0.0; 0.000454761; 0.0006; 15; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10005-1.mata;0.0; 0.00491292; 0.0058; 34; 213
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10005-2.mata;0.0; 0.00360169; 0.0028; 24; 151
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10005-3.mata;0.0; 0.00111409; 0.0026; 43; 42
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10008-1.mata;0.0; 0.00102565; 0.0020; 32; 40
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10008-2.mata;0.16; 0.0969836; 0.0649; 54; 4104
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10008-3.mata;0.01; 0.0058125; 0.0040; 20; 246
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10008-4.mata;0.16; 0.0965686; 0.0477; 54; 4104
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10009-1.mata;0.09; 0.055706; 0.0305; 30; 2400
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10009-2.mata;0.09; 0.0575096; 0.0269; 31; 2480
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10009-3.mata;0.0; 0.00369039; 0.0040; 29; 160
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10009-4.mata;0.0; 0.00136268; 0.0033; 47; 55
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10009-5.mata;0.0; 0.0040207; 0.0030; 15; 175
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10012-1.mata;0.0; 0.00263225; 0.0039; 43; 105
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10012-2.mata;0.0; 0.00172883; 0.0013; 12; 73
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10012-3.mata;0.01; 0.00856222; 0.0094; 9; 392
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10012-4.mata;0.01; 0.00664151; 0.0058; 24; 279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10012-5.mata;0.28; 0.134421; 0.1237; 57; 5814
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10013-1.mata;0.05; 0.0180459; 0.0351; 62; 781
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10013-2.mata;0.0; 0.00163645; 0.0033; 46; 66
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10014-1.mata;0.0; 0.00531594; 0.0033; 13; 234
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10014-2.mata;0.02; 0.00702101; 0.0112; 68; 297
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10015-1.mata;0.0; 0.00279841; 0.0036; 24; 123
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10015-2.mata;0.02; 0.0117051; 0.0066; 12; 516
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10018-1.mata;0.08; 0.0499273; 0.0393; 45; 2070
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10018-2.mata;0.0; 0.00276215; 0.0025; 14; 121
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10018-3.mata;0.01; 0.00619617; 0.0028; 6; 276
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10019-1.mata;0.0; 0.00298597; 0.0031; 22; 127
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10019-2.mata;0.0; 0.00110472; 0.0026; 43; 42
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10019-3.mata;0.01; 0.00414162; 0.0053; 41; 174
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10019-4.mata;0.0; 0.00137218; 0.0011; 7; 59
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10019-5.mata;0.06; 0.037729; 0.0209; 21; 1638
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10022-1.mata;0.0; 0.000683812; 0.0013; 25; 24
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10022-2.mata;0.23; 0.11893; 0.1013; 66; 5082
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10022-3.mata;0.01; 0.00584055; 0.0040; 20; 249
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10022-4.mata;0.02; 0.0153758; 0.0133; 22; 681
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10022-5.mata;0.0; 0.000752063; 0.0014; 29; 28
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10023-1.mata;0.0; 0.00377397; 0.0026; 20; 159
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10023-2.mata;0.03; 0.0149375; 0.0117; 14; 658
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10023-3.mata;0.0; 0.000853694; 0.0013; 24; 32
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10024-1.mata;0.07; 0.0434302; 0.0260; 46; 1886
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10024-2.mata;0.0; 0.00193303; 0.0020; 12; 82
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10024-3.mata;0.0; 0.00337416; 0.0024; 20; 141
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10024-4.mata;0.0; 0.00108603; 0.0016; 26; 43
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10025-1.mata;0.04; 0.0308383; 0.0164; 21; 1344
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10025-2.mata;0.07; 0.0457186; 0.0278; 32; 2048
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10025-3.mata;0.01; 0.00537909; 0.0043; 25; 230
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10025-4.mata;0.0; 0.00232757; 0.0039; 38; 101
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10025-5.mata;0.0; 0.00120594; 0.0036; 49; 48
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10028-1.mata;0.0; 0.00502445; 0.0053; 24; 222
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10028-2.mata;0.01; 0.00230111; 0.0085; 94; 93
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10028-3.mata;0.0; 0.00223036; 0.0024; 24; 94
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10028-4.mata;0.0; 0.000834302; 0.0017; 31; 31
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10029-1.mata;0.0; 0.00275834; 0.0020; 20; 114
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10029-2.mata;0.0; 0.00143447; 0.0041; 58; 57
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10032-1.mata;0.07; 0.0430231; 0.0219; 24; 1872
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10032-2.mata;0.0; 0.0012014; 0.0033; 47; 46
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10032-3.mata;0.0; 0.000425121; 0.0006; 15; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10032-4.mata;0.06; 0.0410347; 0.0199; 23; 1794
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10032-5.mata;0.03; 0.0206078; 0.0139; 12; 936
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10033-1.mata;0.0; 0.00326455; 0.0034; 20; 138
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10033-2.mata;0.05; 0.0307957; 0.0215; 16; 1360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10033-3.mata;0.19; 0.107843; 0.0708; 56; 4760
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10033-4.mata;0.0; 0.00228361; 0.0021; 11; 98
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10034-1.mata;0.03; 0.0227691; 0.0123; 36; 972
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10034-2.mata;0.01; 0.0137299; 0.0072; 22; 594
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10035-1.mata;0.0; 0.00434078; 0.0049; 19; 194
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10035-2.mata;0.0; 0.00155173; 0.0032; 45; 62
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10035-3.mata;0.01; 0.00871272; 0.0050; 7; 399
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10035-4.mata;0.11; 0.0696822; 0.0339; 53; 3021
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10035-5.mata;0.02; 0.0169948; 0.0071; 13; 741
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10038-1.mata;0.17; 0.10518; 0.0632; 95; 4465
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10038-2.mata;0.0; 0.00215519; 0.0056; 67; 85
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10038-3.mata;0.02; 0.0172252; 0.0082; 16; 752
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10039-1.mata;0.0; 0.00428438; 0.0024; 7; 191
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance10039-2.mata;0.04; 0.0275817; 0.0132; 15; 1200
