name;simulation-bidirect-runtime;simulation-bidirect-parsing;simulation-bidirect-reduction;simulation-bidirect-states;simulation-bidirect-transitions
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-aut1.mata;0.0; 0.00213031; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-aut10.mata;0.0; 0.00200531; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-aut2.mata;0.0; 0.00204476; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3252-aut9.mata;0.0; 0.00202166; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-aut1.mata;0.0; 0.00201188; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-aut10.mata;0.0; 0.00180039; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-aut2.mata;0.0; 0.00216348; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3316-aut9.mata;0.0; 0.00156451; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-aut1.mata;0.0; 0.00202654; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-aut10.mata;0.0; 0.00203353; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-aut2.mata;0.0; 0.00201534; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3323-aut9.mata;0.0; 0.00201993; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-aut1.mata;0.0; 0.00179616; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-aut10.mata;0.0; 0.0020097; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-aut2.mata;0.0; 0.00181906; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3332-aut9.mata;0.0; 0.00206945; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-aut1.mata;0.0; 0.00200261; 0.0006; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-aut10.mata;0.0; 0.00204101; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-aut2.mata;0.0; 0.00202465; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3336-aut9.mata;0.0; 0.00219584; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-aut1.mata;0.0; 0.00202204; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-aut10.mata;0.0; 0.00182592; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-aut2.mata;0.0; 0.00203826; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3356-aut9.mata;0.0; 0.00205343; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-aut1.mata;0.0; 0.00200646; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-aut10.mata;0.0; 0.00183013; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-aut2.mata;0.0; 0.00200358; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3423-aut9.mata;0.0; 0.00210115; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-aut1.mata;0.0; 0.0020104; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-aut10.mata;0.0; 0.00206717; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-aut2.mata;0.0; 0.0018119; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3424-aut9.mata;0.0; 0.00214591; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-aut1.mata;0.0; 0.0022241; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-aut10.mata;0.0; 0.00205922; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-aut2.mata;0.0; 0.00182879; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3444-aut9.mata;0.0; 0.00205297; 0.0006; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-aut1.mata;0.0; 0.00207551; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-aut10.mata;0.0; 0.00186498; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-aut2.mata;0.0; 0.00179422; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3449-aut9.mata;0.0; 0.00191495; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-aut1.mata;0.0; 0.00200351; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-aut10.mata;0.0; 0.00185636; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-aut2.mata;0.0; 0.00180075; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3450-aut9.mata;0.0; 0.00204904; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-aut1.mata;0.0; 0.00199368; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-aut10.mata;0.0; 0.00201174; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-aut2.mata;0.0; 0.00204323; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3465-aut9.mata;0.0; 0.00201167; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-aut1.mata;0.0; 0.00202355; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-aut10.mata;0.0; 0.00186041; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-aut2.mata;0.0; 0.00211437; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3487-aut9.mata;0.0; 0.00206647; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-aut1.mata;0.0; 0.00182361; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-aut10.mata;0.0; 0.00200843; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-aut2.mata;0.0; 0.00180756; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3494-aut9.mata;0.0; 0.002003; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-aut1.mata;0.0; 0.00200552; 0.0005; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-aut10.mata;0.0; 0.00203211; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-aut2.mata;0.0; 0.00180544; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3516-aut9.mata;0.0; 0.00209426; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-aut1.mata;0.0; 0.00182999; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-aut10.mata;0.0; 0.00213884; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-aut2.mata;0.0; 0.00181479; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3549-aut9.mata;0.0; 0.00202084; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-aut1.mata;0.0; 0.00200875; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-aut10.mata;0.0; 0.00199846; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-aut2.mata;0.0; 0.00202098; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3574-aut9.mata;0.0; 0.00203233; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-aut1.mata;0.0; 0.00201624; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-aut10.mata;0.0; 0.00200299; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-aut2.mata;0.0; 0.00202536; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3577-aut9.mata;0.0; 0.00209528; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-aut1.mata;0.0; 0.00202741; 0.0005; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-aut10.mata;0.0; 0.00180429; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-aut2.mata;0.0; 0.00205816; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3591-aut9.mata;0.0; 0.00204766; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-aut1.mata;0.0; 0.00184338; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-aut10.mata;0.0; 0.00204535; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-aut2.mata;0.0; 0.00184109; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3712-aut9.mata;0.0; 0.00200507; 0.0005; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-aut1.mata;0.0; 0.00174547; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-aut10.mata;0.0; 0.0020334; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-aut2.mata;0.0; 0.00181403; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3723-aut9.mata;0.0; 0.00216349; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-aut1.mata;0.0; 0.00182482; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-aut10.mata;0.0; 0.00202077; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-aut2.mata;0.0; 0.00202539; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3767-aut9.mata;0.0; 0.00201418; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-aut1.mata;0.0; 0.00202539; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-aut10.mata;0.0; 0.00180451; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-aut2.mata;0.0; 0.00218909; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3864-aut9.mata;0.0; 0.00182119; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-aut1.mata;0.0; 0.00187576; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-aut10.mata;0.0; 0.00201403; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-aut2.mata;0.0; 0.00184805; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3943-aut9.mata;0.0; 0.00216333; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-aut1.mata;0.0; 0.00204701; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-aut10.mata;0.0; 0.00182738; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-aut2.mata;0.0; 0.00205142; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query3950-aut9.mata;0.0; 0.00181379; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-aut1.mata;0.0; 0.00184174; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-aut10.mata;0.0; 0.0017985; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-aut2.mata;0.0; 0.00206104; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4255-aut9.mata;0.0; 0.00180378; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-aut1.mata;0.0; 0.00208882; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-aut10.mata;0.0; 0.00155467; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-aut2.mata;0.0; 0.00201167; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4443-aut9.mata;0.0; 0.00180676; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-aut1.mata;0.0; 0.00201153; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-aut10.mata;0.0; 0.00203743; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-aut2.mata;0.0; 0.00213997; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4673-aut9.mata;0.0; 0.00213573; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-aut1.mata;0.0; 0.00202821; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-aut10.mata;0.0; 0.00203896; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-aut2.mata;0.0; 0.00205477; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4858-aut9.mata;0.0; 0.00201676; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-aut1.mata;0.0; 0.00181664; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-aut10.mata;0.0; 0.00201664; 0.0005; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-aut2.mata;0.0; 0.00178291; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4860-aut9.mata;0.0; 0.00180974; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-aut1.mata;0.0; 0.00180591; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-aut10.mata;0.0; 0.00206178; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-aut2.mata;0.0; 0.00180244; 0.0005; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query4871-aut9.mata;0.0; 0.00222163; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-aut1.mata;0.0; 0.0018537; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-aut10.mata;0.0; 0.00182317; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-aut2.mata;0.0; 0.00191267; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5100-aut9.mata;0.0; 0.00182729; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-aut1.mata;0.0; 0.00204156; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-aut10.mata;0.0; 0.00205008; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-aut2.mata;0.0; 0.00204198; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5108-aut9.mata;0.0; 0.00183935; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-aut1.mata;0.0; 0.00180631; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-aut10.mata;0.0; 0.00185381; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-aut2.mata;0.0; 0.00179766; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5196-aut9.mata;0.0; 0.00196505; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-aut1.mata;0.0; 0.00201294; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-aut10.mata;0.0; 0.00186298; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-aut2.mata;0.0; 0.00179003; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5197-aut9.mata;0.0; 0.00159243; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-aut1.mata;0.0; 0.00202369; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-aut10.mata;0.0; 0.0020563; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-aut2.mata;0.0; 0.0019147; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5315-aut9.mata;0.0; 0.00207576; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-aut1.mata;0.0; 0.00181054; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-aut10.mata;0.0; 0.00157475; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-aut2.mata;0.0; 0.00184344; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5423-aut9.mata;0.0; 0.00186294; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-aut1.mata;0.0; 0.00181412; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-aut10.mata;0.0; 0.00185845; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-aut2.mata;0.0; 0.00180341; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5519-aut9.mata;0.0; 0.00182909; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-aut1.mata;0.0; 0.00200355; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-aut10.mata;0.0; 0.0020185; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-aut2.mata;0.0; 0.00180273; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5582-aut9.mata;0.0; 0.00180458; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-aut1.mata;0.0; 0.00180948; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-aut10.mata;0.0; 0.0017895; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-aut2.mata;0.0; 0.00208705; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5700-aut9.mata;0.0; 0.00181915; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-aut1.mata;0.0; 0.00185711; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-aut10.mata;0.0; 0.00190002; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-aut2.mata;0.0; 0.00179626; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query5852-aut9.mata;0.0; 0.00179908; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-aut1.mata;0.0; 0.00180971; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-aut2.mata;0.0; 0.00180568; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6203-aut3.mata;0.0; 0.00156046; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-aut1.mata;0.0; 0.00201017; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-aut10.mata;0.0; 0.00182836; 0.0005; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-aut2.mata;0.0; 0.00202481; 0.0004; 8; 11
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6221-aut9.mata;0.0; 0.00182039; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-aut1.mata;0.0; 0.00182996; 0.0004; 7; 8
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-aut10.mata;0.0; 0.00193121; 0.0004; 8; 10
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6223-aut2.mata;0.0; 0.0019095; 0.0004; 8; 10
