name;brzozowski-runtime;brzozowski-parsing;brzozowski-reduction;brzozowski-states;brzozowski-transitions
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09530-2.mata;0.15; 0.045389; 0.1007; 60; 2040
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09531-1.mata;0.03; 0.0162342; 0.0159; 10; 790
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09531-2.mata;0.27; 0.0864425; 0.1724; 50; 3950
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09531-3.mata;0.05; 0.0259813; 0.0259; 15; 1185
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09531-4.mata;0.16; 0.06084; 0.0951; 35; 2765
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09537-1.mata;0.02; 0.0126051; 0.0100; 21; 567
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09537-2.mata;0.0; 0.000445987; 0.0002; 6; 13
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09540-1.mata;0.0; 0.000383438; 0.0002; 12; 13
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09540-2.mata;0.02; 0.0111013; 0.0129; 43; 508
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09540-3.mata;0.02; 0.0148967; 0.0129; 10; 720
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09540-4.mata;0.03; 0.00516878; 0.0302; 47; 2993
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09541-1.mata;0.06; 0.0306438; 0.0297; 20; 1400
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09541-2.mata;0.01; 0.00510454; 0.0122; 20; 710
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09541-3.mata;0.01; 0.00346741; 0.0090; 25; 1535
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09546-1.mata;0.0; 0.000408458; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09546-2.mata;0.0; 0.00201756; 0.0031; 20; 240
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09547-1.mata;0.01; 0.0042286; 0.0040; 46; 623
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09547-2.mata;0.0; 0.000410637; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09547-3.mata;0.0; 0.000962154; 0.0005; 39; 38
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09547-4.mata;0.0; 0.001351; 0.0004; 10; 60
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09550-1.mata;0.01; 0.00417691; 0.0085; 20; 550
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09550-2.mata;0.0; 0.000951394; 0.0004; 30; 38
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09550-3.mata;0.1; 0.040532; 0.0572; 34; 1836
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09550-4.mata;0.05; 0.0263239; 0.0263; 22; 1188
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09551-1.mata;0.07; 0.0332399; 0.0364; 20; 1520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09551-2.mata;0.0; 0.00407516; 0.0012; 17; 135
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09551-3.mata;0.04; 0.0191292; 0.0194; 12; 912
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09556-1.mata;0.0; 0.00298789; 0.0020; 7; 138
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09556-2.mata;0.06; 0.0286598; 0.0341; 18; 1332
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09556-3.mata;0.0; 0.00489782; 0.0018; 33; 287
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09557-1.mata;0.13; 0.0497618; 0.0782; 43; 2279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09557-2.mata;0.04; 0.024728; 0.0222; 21; 1113
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09557-3.mata;0.16; 0.050848; 0.1096; 43; 2279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09560-1.mata;0.0; 0.000437717; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09560-2.mata;0.01; 0.0116713; 0.0104; 8; 560
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09561-1.mata;0.0; 0.00169133; 0.0005; 2; 36
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09561-2.mata;0.0; 0.00172093; 0.0024; 20; 190
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09566-1.mata;0.1; 0.039451; 0.0624; 40; 1800
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09566-2.mata;0.0; 0.000595276; 0.0002; 2; 11
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09566-3.mata;0.0; 0.000427847; 0.0002; 14; 15
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09566-4.mata;0.0; 0.00327468; 0.0010; 11; 86
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09567-1.mata;0.16; 0.0659055; 0.1051; 37; 2997
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09567-2.mata;0.51; 0.115153; 0.3805; 65; 5265
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09567-3.mata;0.05; 0.0229604; 0.0244; 13; 1053
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09567-4.mata;0.01; 0.0051099; 0.0094; 58; 676
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09570-1.mata;0.01; 0.00725772; 0.0035; 61; 319
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09570-2.mata;0.03; 0.0190373; 0.0189; 11; 891
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09570-3.mata;0.13; 0.0528441; 0.0711; 29; 2349
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09570-4.mata;0.03; 0.0105437; 0.0189; 13; 973
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09570-5.mata;0.0; 0.000554607; 0.0002; 20; 19
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09571-1.mata;0.01; 0.00473034; 0.0097; 33; 773
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09571-2.mata;0.0; 0.00235182; 0.0007; 15; 104
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09576-1.mata;0.05; 0.0254242; 0.0300; 28; 1148
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09576-2.mata;0.0; 0.00143473; 0.0005; 13; 69
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09576-3.mata;0.0; 0.000410027; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09577-1.mata;0.0; 0.0015311; 0.0002; 2; 9
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09577-2.mata;0.01; 0.00709118; 0.0052; 14; 322
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09582-1.mata;0.21; 0.0736554; 0.1267; 40; 3360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09582-2.mata;0.05; 0.0273438; 0.0281; 15; 1260
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09582-3.mata;0.08; 0.038238; 0.0406; 21; 1764
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09582-4.mata;0.14; 0.049679; 0.0841; 27; 2268
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09582-5.mata;0.05; 0.02565; 0.0255; 14; 1176
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09583-1.mata;0.01; 0.00636279; 0.0038; 18; 288
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09583-2.mata;0.0; 0.0018651; 0.0006; 12; 85
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09583-3.mata;0.0; 0.00101539; 0.0006; 4; 64
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09584-1.mata;0.0; 0.00242403; 0.0012; 4; 112
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09584-2.mata;0.03; 0.0161786; 0.0176; 26; 728
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09585-1.mata;0.01; 0.00260779; 0.0130; 17; 294
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09585-2.mata;0.03; 0.0170424; 0.0166; 9; 828
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09588-1.mata;0.0; 0.001132; 0.0006; 46; 45
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09588-2.mata;0.0; 0.000622196; 0.0002; 10; 26
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09588-3.mata;0.0; 0.00519416; 0.0021; 23; 236
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09588-4.mata;0.0; 0.00103359; 0.0004; 24; 41
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09588-5.mata;0.0; 0.00318033; 0.0017; 17; 151
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09589-1.mata;0.06; 0.0284442; 0.0314; 17; 1309
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09589-2.mata;0.1; 0.0334738; 0.0703; 20; 1540
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09589-3.mata;0.0; 0.00106731; 0.0005; 33; 43
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09592-1.mata;0.44; 0.120142; 0.3118; 67; 5427
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09592-2.mata;0.04; 0.00369016; 0.0386; 63; 4223
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09592-3.mata;0.0; 0.00244302; 0.0010; 20; 120
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09592-4.mata;0.0; 0.00302128; 0.0014; 14; 126
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09593-1.mata;0.0; 0.00128909; 0.0006; 44; 52
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09593-2.mata;0.0; 0.00313308; 0.0022; 28; 266
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09593-3.mata;0.0; 0.000701416; 0.0003; 28; 27
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09593-4.mata;0.02; 0.00621042; 0.0161; 20; 860
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09593-5.mata;0.02; 0.00623965; 0.0161; 20; 860
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09594-1.mata;0.0; 0.00159163; 0.0007; 55; 67
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09594-2.mata;0.58; 0.366871; 0.1621; 86; 5008
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09594-3.mata;0.0; 0.00433096; 0.0011; 19; 155
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09595-1.mata;0.18; 0.0673158; 0.1103; 38; 3078
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09595-2.mata;0.03; 0.015115; 0.0136; 9; 729
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09595-3.mata;0.29; 0.0936267; 0.1872; 52; 4212
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09595-4.mata;0.02; 0.0158362; 0.0123; 17; 941
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09598-1.mata;0.05; 0.0250886; 0.0222; 21; 1113
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09598-2.mata;0.05; 0.0233956; 0.0254; 20; 1060
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09598-3.mata;0.0; 0.00227634; 0.0010; 79; 98
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09599-1.mata;0.01; 0.00755878; 0.0062; 14; 350
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09599-2.mata;0.0; 0.00113034; 0.0005; 2; 50
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09602-1.mata;0.0; 0.00102193; 0.0004; 8; 54
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09602-2.mata;0.46; 0.120906; 0.3313; 71; 5467
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09602-3.mata;0.05; 0.0127293; 0.0335; 7; 539
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09602-4.mata;0.23; 0.0371619; 0.1897; 56; 1794
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09602-5.mata;0.0; 0.00387563; 0.0017; 13; 177
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09603-1.mata;0.03; 0.0181877; 0.0168; 11; 847
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09603-2.mata;0.0; 0.00172432; 0.0015; 2; 154
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09603-3.mata;0.26; 0.0745747; 0.1887; 44; 3388
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09604-1.mata;0.17; 0.0651112; 0.1051; 50; 2950
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09604-2.mata;0.29; 0.0890214; 0.1922; 69; 4071
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09604-3.mata;8.74; 0.643878; 8.0232; 466; 27494
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09605-1.mata;0.14; 0.052257; 0.0881; 42; 2352
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09605-2.mata;0.04; 0.0195515; 0.0191; 16; 896
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09605-3.mata;0.01; 0.00637416; 0.0027; 24; 279
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09605-4.mata;0.12; 0.0471774; 0.0710; 38; 2128
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09605-5.mata;0.03; 0.0158716; 0.0133; 13; 728
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09608-1.mata;0.0; 0.000744744; 0.0003; 21; 29
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09608-2.mata;0.01; 0.00746765; 0.0057; 9; 360
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09608-3.mata;0.0; 0.00832254; 0.0053; 9; 358
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09609-1.mata;0.53; 0.130768; 0.3923; 87; 5916
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09609-2.mata;0.0; 0.00299524; 0.0021; 7; 138
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09612-1.mata;0.21; 0.0601738; 0.1478; 69; 2691
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09612-2.mata;0.0; 0.00135165; 0.0038; 20; 666
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09613-1.mata;0.02; 0.0118554; 0.0071; 4; 200
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09613-2.mata;0.1; 0.0412799; 0.0685; 38; 1900
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09613-3.mata;0.01; 0.00576516; 0.0025; 30; 253
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09613-4.mata;0.0; 0.00454593; 0.0016; 33; 167
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09613-5.mata;0.04; 0.0206032; 0.0195; 19; 950
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09614-1.mata;0.02; 0.00765346; 0.0091; 10; 443
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09614-2.mata;0.01; 0.00510418; 0.0035; 17; 230
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09614-3.mata;0.01; 0.00564919; 0.0136; 19; 712
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09614-4.mata;0.02; 0.00599954; 0.0206; 29; 1266
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09614-5.mata;0.0; 0.000734996; 0.0003; 29; 28
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09615-1.mata;0.02; 0.0111573; 0.0113; 12; 620
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09615-2.mata;0.12; 0.046981; 0.0631; 28; 2128
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09618-1.mata;0.0; 0.00451486; 0.0018; 32; 206
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09618-2.mata;0.0; 0.0014842; 0.0006; 18; 64
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09619-1.mata;0.0; 0.00284043; 0.0010; 31; 117
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09619-2.mata;0.0; 0.000801654; 0.0003; 22; 30
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09619-3.mata;0.0; 0.00303239; 0.0055; 20; 390
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09619-4.mata;0.01; 0.00804443; 0.0035; 11; 418
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09622-1.mata;0.06; 0.00444185; 0.0545; 49; 2497
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09622-2.mata;0.0; 0.00179249; 0.0009; 9; 73
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09622-3.mata;0.31; 0.0892007; 0.2032; 56; 4088
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09623-1.mata;0.17; 0.0556717; 0.1063; 49; 2499
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09623-2.mata;0.0; 0.000608246; 0.0003; 22; 21
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09624-1.mata;0.03; 0.0177728; 0.0179; 13; 832
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09624-2.mata;0.0; 0.00332398; 0.0107; 19; 274
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09624-3.mata;0.0; 0.00283602; 0.0009; 16; 129
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09624-4.mata;0.0; 0.00151511; 0.0007; 46; 64
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09625-1.mata;0.0; 0.00115661; 0.0005; 47; 46
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09625-2.mata;0.01; 0.00627347; 0.0050; 4; 220
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09625-3.mata;0.01; 0.00659427; 0.0048; 4; 312
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09625-4.mata;0.0; 0.00368962; 0.0041; 47; 419
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09625-5.mata;0.08; 0.0357011; 0.0370; 21; 1638
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09628-1.mata;0.08; 0.0353934; 0.0457; 34; 1598
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09628-2.mata;0.0; 0.000435377; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09628-3.mata;0.18; 0.0573913; 0.1139; 55; 2585
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09629-1.mata;0.02; 0.0106693; 0.0083; 14; 490
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09629-2.mata;0.03; 0.0161518; 0.0134; 21; 735
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09629-3.mata;0.06; 0.0272579; 0.0385; 35; 1225
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09632-1.mata;0.0; 0.00264954; 0.0018; 14; 136
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09632-2.mata;TO;TO;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09632-3.mata;0.01; 0.0079399; 0.0061; 5; 380
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09632-4.mata;0.17; 0.0651908; 0.1058; 39; 2964
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09632-5.mata;0.04; 0.00428806; 0.0349; 49; 1343
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09633-1.mata;0.39; 0.101345; 0.2908; 84; 4536
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09633-2.mata;0.0; 0.00501896; 0.0050; 12; 429
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09634-1.mata;0.02; 0.00881894; 0.0131; 49; 1848
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09634-2.mata;0.0; 0.00209601; 0.0010; 89; 88
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09634-3.mata;0.0; 0.00199128; 0.0089; 20; 520
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09634-4.mata;0.02; 0.0108585; 0.0063; 31; 551
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09634-5.mata;0.03; 0.0164029; 0.0148; 12; 756
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09635-1.mata;0.18; 0.0629535; 0.1209; 50; 2850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09635-2.mata;0.0; 0.000904705; 0.0004; 25; 35
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09635-3.mata;0.1; 0.0411222; 0.0660; 33; 1881
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09635-4.mata;0.0; 0.00185939; 0.0008; 62; 79
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09639-1.mata;0.04; 0.0173942; 0.0183; 11; 814
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09639-2.mata;0.0; 0.000965684; 0.0004; 38; 37
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09639-3.mata;0.0; 0.00358359; 0.0031; 41; 413
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09642-1.mata;0.0; 0.000572996; 0.0003; 22; 21
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09642-2.mata;0.08; 0.0371435; 0.0434; 22; 1694
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09642-3.mata;0.5; 0.131257; 0.3529; 78; 6006
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09642-4.mata;0.02; 0.00563707; 0.0154; 20; 780
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09642-5.mata;0.0; 0.00191024; 0.0009; 51; 59
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09643-1.mata;0.11; 0.0465616; 0.0591; 28; 2072
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09643-2.mata;0.01; 0.00434429; 0.0104; 65; 813
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09644-1.mata;0.03; 0.0188387; 0.0174; 16; 864
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09644-2.mata;0.01; 0.0024258; 0.0129; 38; 1647
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09644-3.mata;0.19; 0.0632165; 0.1255; 53; 2862
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09644-4.mata;0.0; 0.00111584; 0.0005; 44; 43
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09644-5.mata;0.01; 0.00408367; 0.0085; 20; 550
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09645-1.mata;0.01; 0.00849163; 0.0026; 44; 368
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09645-2.mata;0.01; 0.00690972; 0.0039; 4; 328
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09645-3.mata;0.08; 0.0377382; 0.0393; 21; 1722
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09645-4.mata;0.02; 0.00552517; 0.0154; 16; 1231
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09645-5.mata;0.0; 0.00267142; 0.0023; 3; 125
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09648-1.mata;0.0; 0.00106821; 0.0005; 36; 44
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09648-2.mata;0.15; 0.0611439; 0.0894; 42; 2730
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09648-3.mata;0.0; 0.00178724; 0.0008; 4; 79
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09648-4.mata;0.2; 0.069073; 0.1276; 48; 3120
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09649-1.mata;0.0; 0.000428137; 0.0002; 13; 14
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09649-2.mata;0.01; 0.00812525; 0.0063; 9; 392
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09649-3.mata;1.03; 0.233679; 0.7702; 102; 10404
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09649-4.mata;0.0; 0.00114839; 0.0005; 37; 45
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09649-5.mata;0.13; 0.0516492; 0.0673; 23; 2346
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09652-1.mata;0.0; 0.0030206; 0.0012; 21; 134
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09652-2.mata;0.0; 0.00122268; 0.0005; 34; 51
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09652-3.mata;0.02; 0.011828; 0.0098; 12; 503
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09652-4.mata;0.0; 0.00267674; 0.0018; 4; 127
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09653-1.mata;0.1; 0.0379511; 0.0637; 38; 1710
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09653-2.mata;0.0; 0.00384974; 0.0014; 37; 134
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09653-3.mata;0.03; 0.0207324; 0.0180; 21; 945
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09653-4.mata;0.01; 0.0103308; 0.0041; 42; 464
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09654-1.mata;0.08; 0.0406889; 0.0392; 50; 1850
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09654-2.mata;0.0; 0.00273006; 0.0010; 41; 119
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09654-3.mata;0.0; 0.0028013; 0.0008; 23; 97
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09654-4.mata;0.03; 0.017171; 0.0144; 21; 777
automata/nfa-bench/benchmarks/z3-noodler/automatark/intersection/instance09655-1.mata;0.4; 0.102048; 0.2858; 81; 4617
