name;brzozowski-runtime;brzozowski-parsing;brzozowski-reduction;brzozowski-states;brzozowski-transitions
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut17.mata;0.03; 0.0167704; 0.0177; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut18.mata;0.03; 0.0170608; 0.0182; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut19.mata;0.03; 0.0171886; 0.0194; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut2.mata;0.01; 0.01301; 0.0030; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut20.mata;0.04; 0.0178889; 0.0245; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut21.mata;0.04; 0.0180543; 0.0260; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut3.mata;0.01; 0.0132239; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut4.mata;0.01; 0.0134308; 0.0038; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut5.mata;0.01; 0.0137039; 0.0046; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut6.mata;0.02; 0.0141198; 0.0057; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut7.mata;0.01; 0.0142227; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut8.mata;0.01; 0.0144894; 0.0073; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-22-aut9.mata;0.02; 0.0148258; 0.0081; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut0.mata;0.01; 0.0130335; 0.0018; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut1.mata;0.01; 0.0132975; 0.0025; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut10.mata;0.02; 0.0153334; 0.0085; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut11.mata;0.02; 0.0157764; 0.0098; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut12.mata;0.02; 0.0159213; 0.0109; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut13.mata;0.02; 0.0162759; 0.0125; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut14.mata;0.03; 0.0165689; 0.0146; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut15.mata;0.03; 0.0168504; 0.0157; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut16.mata;0.03; 0.017009; 0.0164; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut17.mata;0.03; 0.0174032; 0.0176; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut18.mata;0.03; 0.0173999; 0.0181; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut19.mata;0.03; 0.0175298; 0.0197; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut2.mata;0.01; 0.0135644; 0.0030; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut20.mata;0.04; 0.0185506; 0.0245; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut21.mata;0.04; 0.0186054; 0.0259; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut22.mata;0.04; 0.0189397; 0.0284; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut3.mata;0.01; 0.0137751; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut4.mata;0.01; 0.0138937; 0.0038; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut5.mata;0.02; 0.0143534; 0.0047; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut6.mata;0.02; 0.0146389; 0.0057; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut7.mata;0.02; 0.0147546; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut8.mata;0.02; 0.0150327; 0.0072; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-23-aut9.mata;0.02; 0.0153309; 0.0080; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut0.mata;0.01; 0.0134925; 0.0018; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut1.mata;0.01; 0.0139171; 0.0025; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut10.mata;0.02; 0.0159501; 0.0085; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut11.mata;0.02; 0.0162345; 0.0099; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut12.mata;0.02; 0.0164028; 0.0109; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut13.mata;0.03; 0.0167289; 0.0124; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut14.mata;0.03; 0.0172006; 0.0146; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut15.mata;0.02; 0.0173117; 0.0157; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut16.mata;0.03; 0.0174307; 0.0162; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut17.mata;0.03; 0.0178396; 0.0176; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut18.mata;0.03; 0.0179617; 0.0184; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut19.mata;0.03; 0.0181008; 0.0194; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut2.mata;0.01; 0.0142112; 0.0030; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut20.mata;0.03; 0.0188217; 0.0244; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut21.mata;0.04; 0.0190077; 0.0259; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut22.mata;0.04; 0.019417; 0.0286; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut23.mata;0.04; 0.0194644; 0.0292; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut3.mata;0.01; 0.0142792; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut4.mata;0.02; 0.0145425; 0.0038; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut5.mata;0.02; 0.0148388; 0.0046; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut6.mata;0.02; 0.0152387; 0.0057; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut7.mata;0.01; 0.0152012; 0.0061; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut8.mata;0.02; 0.015561; 0.0073; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-24-aut9.mata;0.02; 0.0157317; 0.0080; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut0.mata;0.01; 0.0141202; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut1.mata;0.01; 0.0143466; 0.0026; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut10.mata;0.02; 0.0163008; 0.0084; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut11.mata;0.02; 0.0166659; 0.0098; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut12.mata;0.02; 0.0168772; 0.0108; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut13.mata;0.03; 0.0172489; 0.0123; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut14.mata;0.03; 0.0176271; 0.0146; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut15.mata;0.03; 0.0178661; 0.0157; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut16.mata;0.03; 0.0181104; 0.0163; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut17.mata;0.03; 0.0184713; 0.0177; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut18.mata;0.03; 0.0183142; 0.0180; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut19.mata;0.04; 0.0187425; 0.0195; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut2.mata;0.01; 0.0146529; 0.0029; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut20.mata;0.03; 0.019394; 0.0244; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut21.mata;0.04; 0.0195735; 0.0258; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut22.mata;0.05; 0.0197531; 0.0283; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut23.mata;0.04; 0.01999; 0.0295; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut24.mata;0.05; 0.0205493; 0.0340; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut3.mata;0.01; 0.0147477; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut4.mata;0.02; 0.0150097; 0.0038; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut5.mata;0.02; 0.0152678; 0.0046; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut6.mata;0.02; 0.0157729; 0.0057; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut7.mata;0.02; 0.0157181; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut8.mata;0.02; 0.0160518; 0.0072; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-25-aut9.mata;0.02; 0.0162728; 0.0080; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut0.mata;0.01; 0.0145763; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut1.mata;0.01; 0.0148491; 0.0026; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut10.mata;0.02; 0.0171301; 0.0084; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut11.mata;0.02; 0.0171521; 0.0099; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut12.mata;0.03; 0.0173814; 0.0108; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut13.mata;0.03; 0.0177884; 0.0124; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut14.mata;0.03; 0.0182028; 0.0146; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut15.mata;0.03; 0.0183574; 0.0156; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut16.mata;0.02; 0.0185739; 0.0164; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut17.mata;0.03; 0.0188065; 0.0179; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut18.mata;0.03; 0.0189053; 0.0183; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut19.mata;0.04; 0.0191702; 0.0196; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut2.mata;0.01; 0.0152059; 0.0029; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut20.mata;0.04; 0.0199032; 0.0243; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut21.mata;0.04; 0.02008; 0.0258; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut22.mata;0.04; 0.020473; 0.0285; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut23.mata;0.05; 0.0205902; 0.0292; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut24.mata;0.05; 0.0210652; 0.0336; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut25.mata;0.05; 0.0211336; 0.0344; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut3.mata;0.02; 0.0153749; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut4.mata;0.02; 0.0153524; 0.0037; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut5.mata;0.01; 0.0158804; 0.0047; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut6.mata;0.02; 0.0162006; 0.0056; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut7.mata;0.02; 0.0162708; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut8.mata;0.02; 0.0166217; 0.0071; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-26-aut9.mata;0.02; 0.0167747; 0.0080; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut0.mata;0.01; 0.015086; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut1.mata;0.01; 0.0154095; 0.0025; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut10.mata;0.01; 0.0173651; 0.0085; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut11.mata;0.02; 0.0177548; 0.0098; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut12.mata;0.02; 0.018007; 0.0108; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut13.mata;0.02; 0.0181483; 0.0125; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut14.mata;0.02; 0.018649; 0.0146; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut15.mata;0.03; 0.0191101; 0.0158; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut16.mata;0.03; 0.0190607; 0.0163; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut17.mata;0.03; 0.0193194; 0.0176; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut18.mata;0.03; 0.0192464; 0.0180; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut19.mata;0.03; 0.0196509; 0.0196; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut2.mata;0.02; 0.0158079; 0.0029; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut20.mata;0.04; 0.0204727; 0.0244; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut21.mata;0.04; 0.0206321; 0.0265; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut22.mata;0.05; 0.0209491; 0.0282; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut23.mata;0.04; 0.0210654; 0.0294; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut24.mata;0.05; 0.0215208; 0.0332; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut25.mata;0.05; 0.0217261; 0.0346; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut26.mata;0.05; 0.0220426; 0.0373; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut3.mata;0.01; 0.0157963; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut4.mata;0.02; 0.016031; 0.0038; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut5.mata;0.02; 0.0163085; 0.0046; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut6.mata;0.02; 0.0166217; 0.0056; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut7.mata;0.02; 0.0168405; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut8.mata;0.02; 0.0172182; 0.0072; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-27-aut9.mata;0.02; 0.017274; 0.0080; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut0.mata;0.01; 0.0156697; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut1.mata;0.02; 0.0160058; 0.0025; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut10.mata;0.02; 0.0180279; 0.0085; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut11.mata;0.02; 0.0183472; 0.0098; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut12.mata;0.03; 0.0187482; 0.0109; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut13.mata;0.02; 0.0188688; 0.0123; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut14.mata;0.03; 0.0193106; 0.0144; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut15.mata;0.03; 0.0195922; 0.0158; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut16.mata;0.03; 0.019689; 0.0162; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut17.mata;0.04; 0.020044; 0.0175; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut18.mata;0.03; 0.0199765; 0.0188; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut19.mata;0.03; 0.0201807; 0.0194; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut2.mata;0.02; 0.0161866; 0.0029; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut20.mata;0.04; 0.0211125; 0.0243; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut21.mata;0.04; 0.0211899; 0.0261; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut22.mata;0.05; 0.0214997; 0.0284; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut23.mata;0.05; 0.0215759; 0.0292; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut24.mata;0.05; 0.02238; 0.0338; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut25.mata;0.05; 0.0222635; 0.0346; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut26.mata;0.06; 0.0224751; 0.0369; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut27.mata;0.06; 0.0229246; 0.0398; 165; 165
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut3.mata;0.02; 0.0165055; 0.0034; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut4.mata;0.01; 0.0165284; 0.0038; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut5.mata;0.02; 0.0168719; 0.0046; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut6.mata;0.02; 0.0173371; 0.0056; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut7.mata;0.02; 0.0172582; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut8.mata;0.02; 0.017515; 0.0072; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-28-aut9.mata;0.02; 0.0177606; 0.0080; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut0.mata;0.02; 0.0162595; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut1.mata;0.02; 0.016503; 0.0025; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut10.mata;0.02; 0.0185001; 0.0084; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut11.mata;0.03; 0.0189027; 0.0099; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut12.mata;0.02; 0.0190357; 0.0108; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut13.mata;0.03; 0.0193438; 0.0124; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut14.mata;0.03; 0.0196599; 0.0144; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut15.mata;0.03; 0.0200257; 0.0158; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut16.mata;0.03; 0.0201216; 0.0163; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut17.mata;0.03; 0.0203234; 0.0176; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut18.mata;0.03; 0.0204227; 0.0181; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut19.mata;0.03; 0.0208501; 0.0194; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut2.mata;0.02; 0.0166427; 0.0030; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut20.mata;0.04; 0.0213967; 0.0246; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut21.mata;0.05; 0.021699; 0.0262; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut22.mata;0.04; 0.0220395; 0.0283; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut23.mata;0.04; 0.0220501; 0.0295; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut24.mata;0.05; 0.0225786; 0.0332; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut25.mata;0.05; 0.022748; 0.0342; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut26.mata;0.05; 0.023049; 0.0369; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut27.mata;0.05; 0.0233852; 0.0401; 165; 165
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut28.mata;0.06; 0.0236818; 0.0418; 169; 169
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut3.mata;0.01; 0.0167885; 0.0032; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut4.mata;0.01; 0.0170378; 0.0037; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut5.mata;0.02; 0.0173039; 0.0046; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut6.mata;0.02; 0.0176686; 0.0056; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut7.mata;0.02; 0.0183347; 0.0060; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut8.mata;0.02; 0.0181043; 0.0072; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-29-aut9.mata;0.02; 0.0183801; 0.0079; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-aut0.mata;0.0; 0.00289564; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-aut1.mata;0.0; 0.00319715; 0.0026; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-3-aut2.mata;0.0; 0.00340282; 0.0031; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut0.mata;0.01; 0.0166256; 0.0019; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut1.mata;0.01; 0.0171205; 0.0025; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut10.mata;0.02; 0.0189825; 0.0084; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut11.mata;0.02; 0.0192992; 0.0097; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut12.mata;0.03; 0.0194791; 0.0107; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut13.mata;0.03; 0.0200003; 0.0122; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut14.mata;0.03; 0.020257; 0.0146; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut15.mata;0.03; 0.0206003; 0.0156; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut16.mata;0.03; 0.0208355; 0.0162; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut17.mata;0.04; 0.020945; 0.0174; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut18.mata;0.03; 0.0209839; 0.0183; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut19.mata;0.03; 0.0212872; 0.0194; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut2.mata;0.01; 0.0174649; 0.0030; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut20.mata;0.04; 0.0220065; 0.0248; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut21.mata;0.04; 0.0222202; 0.0261; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut22.mata;0.04; 0.0224325; 0.0285; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut23.mata;0.05; 0.022698; 0.0291; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut24.mata;0.05; 0.0231609; 0.0338; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut25.mata;0.05; 0.0232066; 0.0341; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-30-aut26.mata;0.06; 0.023605; 0.0373; 159; 159
