name;residual-runtime;residual-parsing;residual-reduction;residual-states;residual-transitions
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut16.mata;0.05; 0.0538652; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut17.mata;0.05; 0.0540083; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut18.mata;0.05; 0.0541387; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut19.mata;0.05; 0.0536548; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut2.mata;0.05; 0.0541755; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut20.mata;0.05; 0.0541151; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut21.mata;0.05; 0.0554502; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut22.mata;0.05; 0.0546529; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut23.mata;0.05; 0.0545071; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut24.mata;0.05; 0.0544077; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut25.mata;0.05; 0.0540479; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut26.mata;0.05; 0.0541381; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut27.mata;0.05; 0.0541357; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut28.mata;0.05; 0.0539929; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut29.mata;0.05; 0.0543374; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut3.mata;0.05; 0.0541756; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut30.mata;0.05; 0.0542112; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut31.mata;0.05; 0.0537455; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut32.mata;0.05; 0.0543214; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut4.mata;0.05; 0.0540182; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut5.mata;0.05; 0.0542442; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut6.mata;0.05; 0.0544117; 0.0014; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut7.mata;0.05; 0.0540721; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut8.mata;0.05; 0.0538791; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-aut9.mata;0.05; 0.0538574; 0.0015; 68; 67
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut0.mata;0.05; 0.0557743; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut1.mata;0.06; 0.0558491; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut10.mata;0.05; 0.0557845; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut11.mata;0.06; 0.0558003; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut12.mata;0.05; 0.0558299; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut13.mata;0.06; 0.0557367; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut14.mata;0.05; 0.0558907; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut15.mata;0.05; 0.0555395; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut16.mata;0.05; 0.055875; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut17.mata;0.06; 0.055733; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut18.mata;0.06; 0.0558901; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut19.mata;0.05; 0.0557512; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut2.mata;0.05; 0.0558575; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut20.mata;0.06; 0.0559196; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut21.mata;0.05; 0.0558694; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut22.mata;0.05; 0.0558951; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut23.mata;0.05; 0.0559364; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut24.mata;0.05; 0.0561939; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut25.mata;0.06; 0.0558983; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut26.mata;0.05; 0.05612; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut27.mata;0.05; 0.0559252; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut28.mata;0.05; 0.0558347; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut29.mata;0.06; 0.0558023; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut3.mata;0.06; 0.0558882; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut30.mata;0.06; 0.056021; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut31.mata;0.05; 0.0559751; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut32.mata;0.05; 0.0560109; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut33.mata;0.05; 0.0558766; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut4.mata;0.06; 0.0563704; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut5.mata;0.05; 0.0557419; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut6.mata;0.06; 0.0556917; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut7.mata;0.06; 0.0557465; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut8.mata;0.06; 0.0557835; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-aut9.mata;0.06; 0.0557212; 0.0015; 70; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut0.mata;0.06; 0.0576322; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut1.mata;0.05; 0.0579753; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut10.mata;0.05; 0.0575404; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut11.mata;0.05; 0.0573462; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut12.mata;0.05; 0.0576325; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut13.mata;0.05; 0.057717; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut14.mata;0.05; 0.0576681; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut15.mata;0.06; 0.0573569; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut16.mata;0.05; 0.0574496; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut17.mata;0.06; 0.0575254; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut18.mata;0.05; 0.0577206; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut19.mata;0.06; 0.0573429; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut2.mata;0.06; 0.0575089; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut20.mata;0.06; 0.0578823; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut21.mata;0.05; 0.0576087; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut22.mata;0.05; 0.057549; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut23.mata;0.06; 0.0572994; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut24.mata;0.05; 0.0575137; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut25.mata;0.06; 0.0575773; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut26.mata;0.05; 0.057445; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut27.mata;0.06; 0.0575071; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut28.mata;0.05; 0.0574539; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut29.mata;0.06; 0.0576165; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut3.mata;0.06; 0.0573475; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut30.mata;0.06; 0.0577915; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut31.mata;0.05; 0.0578002; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut32.mata;0.05; 0.057735; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut33.mata;0.06; 0.0575684; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut34.mata;0.05; 0.0574499; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut4.mata;0.06; 0.0574369; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut5.mata;0.06; 0.0577368; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut6.mata;0.06; 0.0575104; 0.0016; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut7.mata;0.05; 0.0579779; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut8.mata;0.05; 0.0573062; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-aut9.mata;0.04; 0.057526; 0.0015; 72; 71
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut0.mata;0.06; 0.0591533; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut1.mata;0.05; 0.0591563; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut10.mata;0.06; 0.0591648; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut11.mata;0.05; 0.0591995; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut12.mata;0.05; 0.0593644; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut13.mata;0.05; 0.0591224; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut14.mata;0.05; 0.0590162; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut15.mata;0.06; 0.0592618; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut16.mata;0.05; 0.0589331; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut17.mata;0.06; 0.0594262; 0.0017; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut18.mata;0.06; 0.0591095; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut19.mata;0.05; 0.0588768; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut2.mata;0.06; 0.0591159; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut20.mata;0.06; 0.0589942; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut21.mata;0.05; 0.0590781; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut22.mata;0.05; 0.0591892; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut23.mata;0.06; 0.0594723; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut24.mata;0.05; 0.059081; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut25.mata;0.06; 0.0591445; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut26.mata;0.05; 0.0591067; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut27.mata;0.05; 0.0592441; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut28.mata;0.06; 0.0596184; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut29.mata;0.06; 0.0590224; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut3.mata;0.06; 0.0592541; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut30.mata;0.05; 0.0587922; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut31.mata;0.06; 0.058983; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut32.mata;0.05; 0.0592045; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut33.mata;0.05; 0.0591446; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut34.mata;0.05; 0.0589642; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut35.mata;0.05; 0.0590567; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut4.mata;0.06; 0.0592308; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut5.mata;0.05; 0.0592205; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut6.mata;0.06; 0.0596237; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut7.mata;0.06; 0.060534; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut8.mata;0.06; 0.0590778; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-aut9.mata;0.05; 0.059176; 0.0016; 74; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut0.mata;0.06; 0.0613354; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut1.mata;0.06; 0.0607569; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut10.mata;0.05; 0.0606882; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut11.mata;0.06; 0.0614599; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut12.mata;0.06; 0.0612273; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut13.mata;0.06; 0.0608136; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut14.mata;0.06; 0.0608066; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut15.mata;0.06; 0.0608876; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut16.mata;0.06; 0.0609022; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut17.mata;0.05; 0.0607934; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut18.mata;0.06; 0.06078; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut19.mata;0.06; 0.0608552; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut2.mata;0.06; 0.0608852; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut20.mata;0.06; 0.06071; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut21.mata;0.06; 0.060939; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut22.mata;0.06; 0.0607115; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut23.mata;0.06; 0.0607163; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut24.mata;0.06; 0.0612078; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut25.mata;0.06; 0.0607179; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut26.mata;0.05; 0.0607995; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut27.mata;0.06; 0.0601936; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut28.mata;0.06; 0.0608365; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut29.mata;0.06; 0.0605412; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut3.mata;0.06; 0.0607992; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut30.mata;0.06; 0.0608319; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut31.mata;0.06; 0.0607194; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut32.mata;0.06; 0.0607591; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut33.mata;0.05; 0.0610251; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut34.mata;0.06; 0.0610237; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut35.mata;0.06; 0.0609097; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut36.mata;0.06; 0.0607218; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut4.mata;0.06; 0.0607812; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut5.mata;0.06; 0.0609167; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut6.mata;0.06; 0.0610088; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut7.mata;0.05; 0.0619155; 0.0017; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut8.mata;0.06; 0.0608151; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-aut9.mata;0.06; 0.0611596; 0.0016; 76; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut0.mata;0.06; 0.0623668; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut1.mata;0.06; 0.0623383; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut10.mata;0.06; 0.0627415; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut11.mata;0.06; 0.0623896; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut12.mata;0.06; 0.062702; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut13.mata;0.06; 0.0628406; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut14.mata;0.06; 0.0626095; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut15.mata;0.05; 0.0625886; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut16.mata;0.06; 0.0625364; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut17.mata;0.06; 0.0623414; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut18.mata;0.06; 0.0624249; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut19.mata;0.06; 0.0628019; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut2.mata;0.06; 0.0624873; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut20.mata;0.05; 0.0625412; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut21.mata;0.06; 0.0621825; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut22.mata;0.06; 0.0625566; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut23.mata;0.06; 0.0624525; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut24.mata;0.06; 0.0626476; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut25.mata;0.06; 0.0623045; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut26.mata;0.06; 0.0622596; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut27.mata;0.06; 0.0622996; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut28.mata;0.06; 0.0624282; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut29.mata;0.06; 0.0624344; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut3.mata;0.06; 0.0624141; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut30.mata;0.06; 0.0625671; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut31.mata;0.06; 0.0620041; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut32.mata;0.06; 0.0625514; 0.0018; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut33.mata;0.06; 0.0625814; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut34.mata;0.06; 0.062583; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut35.mata;0.06; 0.062368; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut36.mata;0.06; 0.0625806; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut37.mata;0.06; 0.0624743; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut4.mata;0.06; 0.0628563; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut5.mata;0.06; 0.0623662; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut6.mata;0.06; 0.0626898; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut7.mata;0.06; 0.0629024; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut8.mata;0.05; 0.0629733; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-aut9.mata;0.06; 0.062778; 0.0017; 78; 77
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut0.mata;0.06; 0.0639354; 0.0017; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut1.mata;0.06; 0.0640469; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut10.mata;0.06; 0.0642617; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut11.mata;0.06; 0.0646785; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut12.mata;0.06; 0.0641684; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut13.mata;0.06; 0.0641586; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut14.mata;0.06; 0.0646366; 0.0017; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut15.mata;0.06; 0.0641475; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut16.mata;0.06; 0.0640171; 0.0017; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut17.mata;0.06; 0.0639541; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut18.mata;0.06; 0.0640547; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut19.mata;0.06; 0.0641427; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut2.mata;0.06; 0.0641555; 0.0017; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut20.mata;0.06; 0.0640086; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut21.mata;0.06; 0.0641939; 0.0018; 80; 79
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-aut22.mata;0.06; 0.0641331; 0.0018; 80; 79
