name;simulation-runtime;simulation-parsing;simulation-reduction;simulation-states;simulation-transitions
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat3-aut13.mata;0.0; 0.0001802; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat3-aut2.mata;0.0; 0.000777983; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat3-aut4.mata;0.0; 0.000981082; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat3-aut6.mata;0.0; 0.000864283; 0.0006; 21; 20
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat3-aut8.mata;0.0; 0.00132383; 0.0002; 3; 5
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat3-aut9.mata;0.0; 0.00010716; 0.0001; 1; 0
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut1.mata;0.0; 0.000988843; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut11.mata;0.0; 0.00191574; 0.0002; 8; 7
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut13.mata;0.0; 0.00016356; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut17.mata;0.0; 0.00195587; 0.0002; 8; 7
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut18.mata;0.0; 9.7e-05; 0.0000; 1; 0
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut2.mata;0.0; 0.000771362; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut20.mata;0.0; 0.00196992; 0.0002; 8; 7
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut22.mata;0.0; 0.00016749; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut4.mata;0.0; 0.00100743; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut6.mata;0.0; 0.000721693; 0.0005; 21; 20
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut8.mata;0.0; 0.00196063; 0.0002; 8; 7
automata/nfa-bench/benchmarks/bool_comb/ere/password-sat-passw_sat4-aut9.mata;0.0; 0.000100921; 0.0001; 1; 0
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat1-aut1.mata;0.0; 0.000967093; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat1-aut2.mata;0.0; 0.000784983; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat1-aut3.mata;0.0; 0.000987344; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat1-aut4.mata;0.0; 0.000726282; 0.0006; 21; 20
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat1-aut5.mata;0.0; 0.000876763; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat2-aut1.mata;0.0; 0.000987914; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_eq_sat2-aut2.mata;0.0; 0.000877523; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal2_unsat-aut1.mata;0.0; 0.000710823; 0.0001; 2; 2
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal2_unsat-aut2.mata;0.0; 0.000654943; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal_sat-aut1.mata;0.0; 0.000762212; 0.0002; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal_sat-aut2.mata;0.0; 0.000650002; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal_unsat-aut1.mata;0.0; 0.000904793; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal_unsat-aut2.mata;0.0; 0.000778522; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal_unsat_neqversion-aut1.mata;0.0; 0.000765292; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_minimal_unsat_neqversion-aut2.mata;0.0; 0.000650412; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_neq_unsat1-aut1.mata;0.0; 0.000975374; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_neq_unsat1-aut2.mata;0.0; 0.000791922; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_neq_unsat1-aut3.mata;0.0; 0.000972874; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_neq_unsat1-aut4.mata;0.0; 0.000734141; 0.0006; 21; 20
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_neq_unsat1-aut5.mata;0.0; 0.000980573; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat1-aut1.mata;0.0; 0.000958852; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat1-aut2.mata;0.0; 0.000982073; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat1-aut4.mata;0.0; 0.000981133; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat1-aut6.mata;0.0; 0.000870813; 0.0001; 1; 1
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat2-aut1.mata;0.0; 0.000965132; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat2-aut2.mata;0.0; 0.00173456; 0.0002; 8; 7
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat2-aut4.mata;0.0; 0.00194253; 0.0002; 9; 8
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat3-aut1.mata;0.0; 0.000969513; 0.0002; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat3-aut2.mata;0.0; 0.00141461; 0.0002; 3; 5
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat3-aut4.mata;0.0; 0.000987424; 0.0001; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat3-aut6.mata;0.0; 0.00322288; 0.0002; 2; 3
automata/nfa-bench/benchmarks/bool_comb/ere/password-unsat-passw_unsat3-aut8.mata;0.0; 0.000250501; 0.0002; 5; 4
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut0.mata;0.01; 0.0163059; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut1.mata;0.01; 0.0164851; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut2.mata;0.01; 0.0165909; 0.0012; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut3.mata;0.01; 0.0161781; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut4.mata;0.01; 0.0160909; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut5.mata;0.01; 0.0162712; 0.0012; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut6.mata;0.01; 0.0162521; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut7.mata;0.01; 0.0161749; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut8.mata;0.01; 0.0163951; 0.0012; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-aut9.mata;0.01; 0.0162167; 0.0011; 22; 21
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut0.mata;0.01; 0.0178271; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut1.mata;0.02; 0.0179184; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut10.mata;0.01; 0.017805; 0.0014; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut2.mata;0.02; 0.0179218; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut3.mata;0.02; 0.0179218; 0.0014; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut4.mata;0.02; 0.0179081; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut5.mata;0.01; 0.0178939; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut6.mata;0.01; 0.0179946; 0.0014; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut7.mata;0.02; 0.0179381; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut8.mata;0.02; 0.0177965; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-aut9.mata;0.02; 0.0179565; 0.0013; 24; 23
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut0.mata;0.01; 0.0196089; 0.0016; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut1.mata;0.02; 0.0195346; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut10.mata;0.02; 0.0210058; 0.0019; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut11.mata;0.02; 0.0196465; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut2.mata;0.02; 0.0193649; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut3.mata;0.02; 0.0207359; 0.0017; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut4.mata;0.02; 0.0195977; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut5.mata;0.02; 0.0193846; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut6.mata;0.02; 0.0249844; 0.0020; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut7.mata;0.01; 0.0194779; 0.0016; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut8.mata;0.02; 0.019446; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-aut9.mata;0.02; 0.0224676; 0.0015; 26; 25
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut0.mata;0.01; 0.0211696; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut1.mata;0.02; 0.0211552; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut10.mata;0.02; 0.0226722; 0.0019; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut11.mata;0.02; 0.0213325; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut12.mata;0.02; 0.0211717; 0.0018; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut2.mata;0.02; 0.0212851; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut3.mata;0.03; 0.0272629; 0.0021; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut4.mata;0.02; 0.0212281; 0.0018; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut5.mata;0.02; 0.0212194; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut6.mata;0.02; 0.0211938; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut7.mata;0.03; 0.0265358; 0.0023; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut8.mata;0.02; 0.0211284; 0.0018; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-aut9.mata;0.02; 0.0213219; 0.0017; 28; 27
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut0.mata;0.03; 0.0267112; 0.0020; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut1.mata;0.02; 0.0229946; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut10.mata;0.02; 0.0229616; 0.0020; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut11.mata;0.02; 0.0273909; 0.0025; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut12.mata;0.02; 0.0228331; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut13.mata;0.02; 0.0227404; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut2.mata;0.03; 0.0270181; 0.0023; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut3.mata;0.02; 0.0229387; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut4.mata;0.02; 0.0229019; 0.0020; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut5.mata;0.02; 0.0228526; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut6.mata;0.02; 0.0227507; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut7.mata;0.02; 0.0234656; 0.0020; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut8.mata;0.02; 0.0229346; 0.0020; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-aut9.mata;0.02; 0.0228326; 0.0019; 30; 29
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut0.mata;0.03; 0.0272531; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut1.mata;0.02; 0.0245685; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut10.mata;0.02; 0.0244064; 0.0021; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut11.mata;0.02; 0.0274321; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut12.mata;0.02; 0.0245871; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut13.mata;0.02; 0.0246091; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut14.mata;0.02; 0.026763; 0.0026; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut2.mata;0.02; 0.0245947; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut3.mata;0.02; 0.0244814; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut4.mata;0.02; 0.0272829; 0.0023; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut5.mata;0.02; 0.0245836; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut6.mata;0.02; 0.0245693; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut7.mata;0.02; 0.0270492; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut8.mata;0.02; 0.0246828; 0.0021; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-aut9.mata;0.02; 0.0246128; 0.0022; 32; 31
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut0.mata;0.03; 0.0308523; 0.0032; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut1.mata;0.02; 0.026299; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut10.mata;0.02; 0.0262091; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut11.mata;0.02; 0.026195; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut12.mata;0.03; 0.0298176; 0.0025; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut13.mata;0.03; 0.026207; 0.0025; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut14.mata;0.03; 0.0264142; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut15.mata;0.03; 0.0262276; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut2.mata;0.03; 0.0315738; 0.0033; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut3.mata;0.03; 0.026092; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut4.mata;0.03; 0.0260549; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut5.mata;0.03; 0.0306711; 0.0028; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut6.mata;0.02; 0.0260862; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut7.mata;0.02; 0.0262231; 0.0025; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut8.mata;0.02; 0.0283202; 0.0025; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-aut9.mata;0.02; 0.0263165; 0.0024; 34; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut0.mata;0.03; 0.0278646; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut1.mata;0.04; 0.0352701; 0.0033; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut10.mata;0.03; 0.0280278; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut11.mata;0.02; 0.0279039; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut12.mata;0.03; 0.029751; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut13.mata;0.02; 0.0279686; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut14.mata;0.03; 0.027713; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut15.mata;0.03; 0.0330854; 0.0035; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut16.mata;0.02; 0.0280941; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut2.mata;0.02; 0.0278026; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut3.mata;0.03; 0.0281422; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut4.mata;0.03; 0.027939; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut5.mata;0.03; 0.0326829; 0.0035; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut6.mata;0.02; 0.0280604; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut7.mata;0.03; 0.0279157; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut8.mata;0.03; 0.0334315; 0.0036; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-aut9.mata;0.03; 0.0279788; 0.0027; 36; 35
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut0.mata;0.03; 0.0297884; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut1.mata;0.03; 0.0332034; 0.0031; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut10.mata;0.03; 0.0295589; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut11.mata;0.03; 0.029733; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut12.mata;0.04; 0.0337239; 0.0038; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut13.mata;0.03; 0.0295142; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut14.mata;0.03; 0.0299271; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut15.mata;0.03; 0.032883; 0.0037; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut16.mata;0.03; 0.0298763; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut17.mata;0.03; 0.0297224; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut2.mata;0.03; 0.0297375; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut3.mata;0.04; 0.0359535; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut4.mata;0.03; 0.0298408; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut5.mata;0.03; 0.0296689; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut6.mata;0.03; 0.0298595; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut7.mata;0.04; 0.0355045; 0.0038; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut8.mata;0.03; 0.0298114; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-aut9.mata;0.03; 0.0297455; 0.0030; 38; 37
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut0.mata;0.03; 0.0324882; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut1.mata;0.03; 0.0315914; 0.0032; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut10.mata;0.03; 0.0314369; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut11.mata;0.03; 0.0319878; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut12.mata;0.03; 0.0314323; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut13.mata;0.03; 0.0314578; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut14.mata;0.03; 0.0316765; 0.0032; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut15.mata;0.03; 0.0313819; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut16.mata;0.03; 0.0314158; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut17.mata;0.03; 0.0314749; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut18.mata;0.03; 0.0314634; 0.0036; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut2.mata;0.03; 0.0314146; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut3.mata;0.03; 0.0316668; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut4.mata;0.03; 0.0311952; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut5.mata;0.03; 0.0316605; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut6.mata;0.03; 0.0323113; 0.0035; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut7.mata;0.03; 0.0314456; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut8.mata;0.03; 0.0314378; 0.0033; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-aut9.mata;0.03; 0.0334857; 0.0035; 40; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-aut0.mata;0.0; 0.00288137; 0.0002; 6; 5
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-aut1.mata;0.0; 0.00287226; 0.0002; 6; 5
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut0.mata;0.03; 0.0331755; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut1.mata;0.03; 0.0332186; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut10.mata;0.04; 0.0352; 0.0045; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut11.mata;0.03; 0.0333256; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut12.mata;0.03; 0.0329831; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut13.mata;0.04; 0.0407304; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut14.mata;0.03; 0.0330527; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut15.mata;0.03; 0.0332607; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut16.mata;0.03; 0.0332268; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut17.mata;0.03; 0.0331948; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut18.mata;0.03; 0.0331895; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut19.mata;0.03; 0.0331727; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut2.mata;0.03; 0.0329541; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut3.mata;0.03; 0.0331685; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut4.mata;0.03; 0.0334477; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut5.mata;0.03; 0.0331478; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut6.mata;0.03; 0.033267; 0.0035; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut7.mata;0.03; 0.0330977; 0.0036; 42; 41
automata/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-aut8.mata;0.03; 0.0330058; 0.0035; 42; 41
