name;hopcroft-runtime;hopcroft-parsing;hopcroft-reduction;hopcroft-states;hopcroft-transitions
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut37.mata;0.12; 0.0354761; 0.0941; 225; 225
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut38.mata;0.12; 0.0357576; 0.0981; 229; 229
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut39.mata;0.13; 0.0357356; 0.1005; 231; 231
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut4.mata;0.02; 0.0260294; 0.0051; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut40.mata;0.13; 0.036056; 0.1034; 235; 235
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut41.mata;0.14; 0.0365854; 0.1087; 241; 241
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut42.mata;0.14; 0.0364474; 0.1101; 243; 243
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut43.mata;0.15; 0.0368942; 0.1198; 253; 253
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut44.mata;0.16; 0.0372912; 0.1263; 259; 259
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut45.mata;0.16; 0.037754; 0.1320; 265; 265
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut5.mata;0.03; 0.0264134; 0.0063; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut6.mata;0.03; 0.026834; 0.0075; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut7.mata;0.03; 0.0267116; 0.0081; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut8.mata;0.03; 0.0270215; 0.0096; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-46-aut9.mata;0.04; 0.027149; 0.0107; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut0.mata;0.02; 0.0260163; 0.0025; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut1.mata;0.02; 0.0259343; 0.0034; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut10.mata;0.03; 0.0280141; 0.0112; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut11.mata;0.04; 0.0280901; 0.0128; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut12.mata;0.04; 0.0286207; 0.0141; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut13.mata;0.04; 0.0288457; 0.0160; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut14.mata;0.05; 0.0294234; 0.0188; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut15.mata;0.05; 0.0298129; 0.0203; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut16.mata;0.04; 0.0295105; 0.0211; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut17.mata;0.05; 0.0298009; 0.0229; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut18.mata;0.05; 0.0300033; 0.0236; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut19.mata;0.05; 0.030385; 0.0252; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut2.mata;0.03; 0.0260693; 0.0041; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut20.mata;0.06; 0.0308294; 0.0312; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut21.mata;0.06; 0.0311283; 0.0332; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut22.mata;0.06; 0.031508; 0.0363; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut23.mata;0.07; 0.0315542; 0.0375; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut24.mata;0.07; 0.0320149; 0.0427; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut25.mata;0.07; 0.0322609; 0.0440; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut26.mata;0.08; 0.0322327; 0.0472; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut27.mata;0.08; 0.0328236; 0.0511; 165; 165
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut28.mata;0.08; 0.0329817; 0.0534; 169; 169
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut29.mata;0.08; 0.0331798; 0.0572; 175; 175
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut3.mata;0.03; 0.026305; 0.0044; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut30.mata;0.09; 0.0339445; 0.0612; 181; 181
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut31.mata;0.09; 0.0337257; 0.0630; 183; 183
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut32.mata;0.1; 0.0341811; 0.0700; 193; 193
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut33.mata;0.1; 0.0341121; 0.0710; 195; 195
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut34.mata;0.1; 0.0345755; 0.0744; 199; 199
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut35.mata;0.1; 0.034465; 0.0760; 201; 201
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut36.mata;0.12; 0.0355481; 0.0846; 213; 213
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut37.mata;0.13; 0.0359852; 0.0946; 225; 225
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut38.mata;0.13; 0.0360908; 0.0979; 229; 229
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut39.mata;0.13; 0.0361316; 0.1001; 231; 231
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut4.mata;0.03; 0.0266637; 0.0051; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut40.mata;0.14; 0.0365522; 0.1035; 235; 235
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut41.mata;0.14; 0.0367617; 0.1094; 241; 241
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut42.mata;0.15; 0.0370653; 0.1096; 243; 243
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut43.mata;0.15; 0.0374733; 0.1191; 253; 253
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut44.mata;0.16; 0.0377747; 0.1247; 259; 259
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut45.mata;0.16; 0.0379928; 0.1330; 265; 265
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut46.mata;0.17; 0.0384286; 0.1381; 271; 271
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut5.mata;0.03; 0.0268021; 0.0063; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut6.mata;0.03; 0.0271013; 0.0076; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut7.mata;0.03; 0.027224; 0.0081; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut8.mata;0.03; 0.0275494; 0.0095; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-47-aut9.mata;0.03; 0.0279979; 0.0106; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut0.mata;0.02; 0.0260653; 0.0028; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut1.mata;0.03; 0.0268049; 0.0035; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut10.mata;0.03; 0.0283153; 0.0111; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut11.mata;0.04; 0.0286389; 0.0128; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut12.mata;0.04; 0.0290328; 0.0140; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut13.mata;0.04; 0.0298955; 0.0161; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut14.mata;0.05; 0.0299002; 0.0189; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut15.mata;0.04; 0.0301509; 0.0204; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut16.mata;0.05; 0.0300226; 0.0210; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut17.mata;0.05; 0.0309465; 0.0228; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut18.mata;0.05; 0.0304013; 0.0234; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut19.mata;0.05; 0.030769; 0.0252; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut2.mata;0.02; 0.0266011; 0.0041; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut20.mata;0.06; 0.0319145; 0.0312; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut21.mata;0.06; 0.0314024; 0.0333; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut22.mata;0.06; 0.0317652; 0.0364; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut23.mata;0.06; 0.0320558; 0.0376; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut24.mata;0.07; 0.0327208; 0.0428; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut25.mata;0.07; 0.032477; 0.0442; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut26.mata;0.07; 0.0328541; 0.0473; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut27.mata;0.07; 0.0331842; 0.0519; 165; 165
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut28.mata;0.08; 0.03352; 0.0540; 169; 169
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut29.mata;0.09; 0.0337261; 0.0577; 175; 175
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut3.mata;0.03; 0.026767; 0.0044; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut30.mata;0.09; 0.0342282; 0.0611; 181; 181
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut31.mata;0.09; 0.0343793; 0.0629; 183; 183
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut32.mata;0.1; 0.0347956; 0.0704; 193; 193
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut33.mata;0.1; 0.0349037; 0.0710; 195; 195
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut34.mata;0.1; 0.0351811; 0.0742; 199; 199
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut35.mata;0.11; 0.0350275; 0.0760; 201; 201
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut36.mata;0.12; 0.0361586; 0.0855; 213; 213
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut37.mata;0.13; 0.0364571; 0.0945; 225; 225
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut38.mata;0.13; 0.0368443; 0.0979; 229; 229
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut39.mata;0.13; 0.0367864; 0.0993; 231; 231
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut4.mata;0.03; 0.0271917; 0.0052; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut40.mata;0.14; 0.0370536; 0.1028; 235; 235
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut41.mata;0.14; 0.0373496; 0.1089; 241; 241
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut42.mata;0.14; 0.0375694; 0.1110; 243; 243
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut43.mata;0.15; 0.0377724; 0.1198; 253; 253
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut44.mata;0.16; 0.0381298; 0.1255; 259; 259
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut45.mata;0.17; 0.038795; 0.1315; 265; 265
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut46.mata;0.17; 0.0391101; 0.1379; 271; 271
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut47.mata;0.18; 0.0388734; 0.1406; 273; 273
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut5.mata;0.03; 0.0273673; 0.0063; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut6.mata;0.03; 0.028269; 0.0076; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut7.mata;0.03; 0.0277095; 0.0080; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut8.mata;0.03; 0.0283359; 0.0096; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-48-aut9.mata;0.03; 0.0282964; 0.0106; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut0.mata;0.03; 0.0269313; 0.0026; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut1.mata;0.03; 0.0269897; 0.0035; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut10.mata;0.04; 0.0288862; 0.0112; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut11.mata;0.04; 0.0292938; 0.0129; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut12.mata;0.04; 0.0297348; 0.0142; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut13.mata;0.04; 0.0298015; 0.0161; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut14.mata;0.05; 0.0305001; 0.0190; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut15.mata;0.04; 0.030443; 0.0204; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut16.mata;0.04; 0.0308664; 0.0211; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut17.mata;0.05; 0.0306763; 0.0228; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut18.mata;0.05; 0.0309555; 0.0236; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut19.mata;0.05; 0.0310339; 0.0251; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut2.mata;0.03; 0.0274712; 0.0041; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut20.mata;0.06; 0.0318529; 0.0317; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut21.mata;0.06; 0.0318447; 0.0334; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut22.mata;0.07; 0.032391; 0.0365; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut23.mata;0.06; 0.0327272; 0.0380; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut24.mata;0.07; 0.0329286; 0.0429; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut25.mata;0.07; 0.032921; 0.0441; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut26.mata;0.08; 0.0334335; 0.0473; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut27.mata;0.08; 0.0335551; 0.0512; 165; 165
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut28.mata;0.09; 0.0338984; 0.0540; 169; 169
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut29.mata;0.09; 0.0342557; 0.0576; 175; 175
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut3.mata;0.02; 0.0275268; 0.0044; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut30.mata;0.09; 0.0344287; 0.0615; 181; 181
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut31.mata;0.09; 0.0348677; 0.0627; 183; 183
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut32.mata;0.1; 0.0352396; 0.0703; 193; 193
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut33.mata;0.1; 0.0364356; 0.0706; 195; 195
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut34.mata;0.1; 0.035477; 0.0741; 199; 199
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut35.mata;0.11; 0.0359418; 0.0756; 201; 201
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut36.mata;0.12; 0.0363777; 0.0852; 213; 213
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut37.mata;0.13; 0.0369403; 0.0943; 225; 225
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut38.mata;0.13; 0.0371641; 0.0982; 229; 229
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut39.mata;0.14; 0.0374864; 0.1005; 231; 231
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut4.mata;0.03; 0.0275205; 0.0051; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut40.mata;0.14; 0.0375553; 0.1084; 235; 235
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut41.mata;0.14; 0.0377318; 0.1120; 241; 241
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut42.mata;0.15; 0.0381003; 0.1105; 243; 243
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut43.mata;0.16; 0.0388977; 0.1207; 253; 253
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut44.mata;0.15; 0.0392425; 0.1251; 259; 259
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut45.mata;0.16; 0.0389459; 0.1317; 265; 265
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut46.mata;0.17; 0.0396996; 0.1381; 271; 271
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut47.mata;0.18; 0.0397551; 0.1402; 273; 273
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut48.mata;0.19; 0.0398616; 0.1465; 279; 279
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut5.mata;0.02; 0.0278467; 0.0063; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut6.mata;0.03; 0.028139; 0.0075; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut7.mata;0.03; 0.0283004; 0.0081; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut8.mata;0.04; 0.0285203; 0.0095; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-49-aut9.mata;0.03; 0.0291162; 0.0106; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-aut0.mata;0.0; 0.00389429; 0.0022; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-aut1.mata;0.0; 0.00418915; 0.0030; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-aut2.mata;0.0; 0.00437289; 0.0036; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-aut3.mata;0.01; 0.00473214; 0.0040; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-5-aut4.mata;0.01; 0.00479042; 0.0046; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut0.mata;0.03; 0.0273286; 0.0026; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut1.mata;0.02; 0.0279566; 0.0035; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut10.mata;0.04; 0.0296709; 0.0112; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut11.mata;0.03; 0.0298402; 0.0129; 81; 81
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut12.mata;0.04; 0.0302307; 0.0142; 85; 85
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut13.mata;0.04; 0.0306765; 0.0161; 91; 91
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut14.mata;0.05; 0.030735; 0.0189; 99; 99
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut15.mata;0.05; 0.0310509; 0.0204; 103; 103
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut16.mata;0.05; 0.0313909; 0.0213; 105; 105
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut17.mata;0.05; 0.0313542; 0.0229; 109; 109
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut18.mata;0.05; 0.0312964; 0.0235; 111; 111
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut19.mata;0.05; 0.0315017; 0.0251; 115; 115
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut2.mata;0.03; 0.0283616; 0.0041; 43; 43
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut20.mata;0.06; 0.032356; 0.0315; 129; 129
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut21.mata;0.06; 0.0324937; 0.0335; 133; 133
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut22.mata;0.07; 0.032882; 0.0365; 139; 139
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut23.mata;0.07; 0.0333944; 0.0377; 141; 141
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut24.mata;0.07; 0.0333739; 0.0425; 151; 151
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut25.mata;0.07; 0.0335148; 0.0441; 153; 153
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut26.mata;0.07; 0.0340665; 0.0474; 159; 159
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut27.mata;0.08; 0.0345055; 0.0511; 165; 165
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut28.mata;0.09; 0.0344447; 0.0535; 169; 169
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut29.mata;0.08; 0.0348553; 0.0578; 175; 175
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut3.mata;0.03; 0.0281291; 0.0044; 45; 45
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut30.mata;0.09; 0.0351065; 0.0613; 181; 181
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut31.mata;0.1; 0.0362276; 0.0633; 183; 183
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut32.mata;0.1; 0.0356175; 0.0696; 193; 193
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut33.mata;0.1; 0.0355935; 0.0710; 195; 195
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut34.mata;0.11; 0.0359702; 0.0746; 199; 199
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut35.mata;0.1; 0.0368806; 0.0764; 201; 201
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut36.mata;0.11; 0.0369457; 0.0846; 213; 213
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut37.mata;0.12; 0.0374404; 0.0951; 225; 225
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut38.mata;0.13; 0.0377008; 0.0984; 229; 229
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut39.mata;0.13; 0.0382327; 0.1005; 231; 231
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut4.mata;0.03; 0.0280629; 0.0051; 49; 49
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut40.mata;0.14; 0.0378699; 0.1035; 235; 235
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut41.mata;0.14; 0.0384573; 0.1091; 241; 241
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut42.mata;0.15; 0.0387454; 0.1100; 243; 243
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut43.mata;0.15; 0.0391398; 0.1213; 253; 253
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut44.mata;0.16; 0.0391681; 0.1244; 259; 259
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut45.mata;0.17; 0.0394555; 0.1312; 265; 265
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut46.mata;0.17; 0.0398564; 0.1372; 271; 271
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut47.mata;0.17; 0.0402558; 0.1401; 273; 273
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut48.mata;0.18; 0.0403502; 0.1458; 279; 279
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut49.mata;0.19; 0.0404577; 0.1500; 283; 283
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut5.mata;0.03; 0.0283301; 0.0068; 55; 55
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut6.mata;0.03; 0.0286681; 0.0076; 61; 61
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut7.mata;0.03; 0.0289552; 0.0082; 63; 63
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut8.mata;0.04; 0.0291827; 0.0096; 69; 69
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-50-aut9.mata;0.03; 0.0299488; 0.0107; 73; 73
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-aut0.mata;0.03; 0.0278223; 0.0026; 33; 33
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-aut1.mata;0.03; 0.0279114; 0.0035; 39; 39
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-aut10.mata;0.04; 0.0301048; 0.0112; 75; 75
automata/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-51-aut11.mata;0.04; 0.0304231; 0.0130; 81; 81
